domainLength,visitCount,durationSeconds,isKnownAiDomain,hourOfDay,pathDepth,chatInterfacePresent,promptInputPresent,generateControlPresent,regenerateControlPresent,aiTermCount,streamingOutputPresent,fileUploadPresent,promptSubmitCount,generateClickCount,pasteEventCount,copyFromResponseCount,typedCharCountBucket,label
22,8,104,False,21,1,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
22,11,49,True,13,3,True,True,False,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,30,537,False,19,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,6,56,True,14,4,True,True,True,False,8,False,True,1,1,3,0,2,AI_INTERACTION
16,14,146,True,20,1,True,True,True,True,15,False,True,3,0,0,0,3,AI_INTERACTION
19,27,333,True,16,2,True,True,True,False,12,False,False,2,1,1,0,3,AI_INTERACTION
16,30,449,True,17,1,True,True,True,True,18,True,False,5,2,1,3,2,AI_GENERATION
14,21,287,False,3,4,True,True,True,False,10,False,False,3,2,3,0,3,AI_INTERACTION
12,31,114,True,8,3,True,True,True,True,8,True,True,6,5,2,4,2,AI_GENERATION
21,3,855,True,14,1,True,True,True,True,16,True,False,2,3,0,5,2,AI_GENERATION
17,5,210,False,2,3,True,True,True,False,12,False,True,2,3,1,0,2,AI_INTERACTION
20,21,23,True,8,3,True,True,False,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,16,26,True,17,1,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,13,209,True,3,1,True,True,True,True,9,True,False,1,2,5,5,3,AI_GENERATION
22,19,135,False,15,4,True,True,True,False,11,False,True,1,3,3,0,2,AI_INTERACTION
11,19,381,False,19,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,6,897,True,17,2,True,True,True,True,7,False,False,8,7,4,6,2,AI_GENERATION
16,3,116,False,19,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,22,221,True,13,4,True,True,True,True,13,False,True,1,1,0,0,1,AI_INTERACTION
10,6,284,False,13,4,True,True,True,True,9,True,False,1,1,2,2,4,AI_GENERATION
17,3,242,False,9,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,7,174,True,6,2,True,True,True,False,18,True,True,8,2,3,4,3,AI_GENERATION
17,13,290,True,8,1,True,True,True,True,10,False,True,4,2,2,0,2,AI_INTERACTION
19,8,44,True,0,2,True,True,True,True,8,False,False,4,1,1,0,1,AI_INTERACTION
14,17,416,True,6,1,True,True,True,False,6,False,True,1,2,0,0,1,AI_INTERACTION
17,12,337,True,12,2,True,True,True,False,7,False,True,1,3,2,0,1,AI_INTERACTION
19,35,649,False,16,1,True,True,True,False,7,True,True,3,5,2,0,4,AI_GENERATION
16,3,182,True,3,3,True,True,True,True,10,False,False,2,0,0,0,2,AI_INTERACTION
14,20,413,True,11,3,True,True,True,True,5,True,True,2,2,2,0,4,AI_GENERATION
24,39,294,False,3,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,16,343,False,18,1,True,True,True,True,7,True,False,1,7,0,0,3,AI_GENERATION
20,23,60,True,9,1,True,True,True,True,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
22,30,362,False,3,4,True,True,True,True,7,False,False,2,3,2,0,3,AI_INTERACTION
10,34,864,True,17,4,True,True,True,True,7,True,False,1,7,3,2,3,AI_GENERATION
23,20,261,False,17,4,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
19,32,155,True,18,2,True,True,True,True,4,True,False,7,1,4,2,3,AI_GENERATION
14,10,141,True,17,4,True,True,True,True,12,False,True,4,6,5,3,4,AI_GENERATION
23,2,403,False,10,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,16,39,True,7,1,True,True,True,False,14,False,False,4,3,2,0,3,AI_INTERACTION
24,14,175,False,7,1,True,True,True,True,12,True,True,6,2,2,2,3,AI_GENERATION
14,14,31,True,19,2,True,True,False,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
13,17,162,False,3,4,True,True,True,False,16,True,True,1,3,2,0,3,AI_GENERATION
16,18,296,True,14,2,True,True,True,False,13,False,False,1,0,1,0,3,AI_INTERACTION
13,12,427,False,0,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,13,103,True,23,2,True,True,True,False,7,False,False,3,0,2,0,2,AI_INTERACTION
22,14,57,True,13,3,True,True,False,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,3,393,True,3,3,True,True,True,False,17,True,True,3,8,4,5,3,AI_GENERATION
10,13,577,False,6,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,9,80,False,14,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,18,465,False,16,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,18,211,True,20,4,True,True,True,True,10,True,False,3,1,2,3,3,AI_GENERATION
16,23,49,False,2,0,True,True,False,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,28,244,True,20,1,True,True,True,False,5,False,False,1,3,0,0,2,AI_INTERACTION
15,14,5,True,17,1,True,True,True,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,6,64,True,3,4,True,True,True,False,13,False,False,3,2,3,0,2,AI_INTERACTION
20,39,548,False,9,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,30,404,True,8,2,True,True,True,True,6,False,True,4,2,3,0,1,AI_INTERACTION
15,27,681,True,3,2,True,True,True,False,10,True,True,2,1,3,1,2,AI_GENERATION
22,20,68,True,3,1,True,True,True,True,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,9,24,True,2,2,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,6,452,False,3,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,32,21,False,0,4,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
15,15,174,False,18,4,True,True,True,False,11,False,True,4,2,0,0,3,AI_INTERACTION
12,16,102,True,11,2,True,True,True,True,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,24,302,True,22,2,True,True,True,True,16,True,False,3,8,1,5,3,AI_GENERATION
14,29,114,True,18,1,True,True,True,True,4,False,False,2,0,3,0,1,AI_INTERACTION
13,4,368,True,14,4,True,True,True,True,16,True,False,1,1,4,6,3,AI_GENERATION
23,4,698,True,2,3,True,True,True,True,7,True,False,4,6,5,5,4,AI_GENERATION
11,26,604,True,7,3,True,True,True,False,5,False,False,4,2,0,6,3,AI_GENERATION
12,6,100,False,16,2,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,18,742,False,14,4,True,True,True,False,10,True,False,6,3,4,5,4,AI_GENERATION
20,34,433,False,17,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
12,17,577,False,5,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,40,576,True,17,3,True,True,True,True,10,True,False,4,4,1,3,2,AI_GENERATION
18,23,417,True,1,2,True,True,True,False,15,False,False,1,2,0,0,2,AI_INTERACTION
24,14,164,False,17,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,6,203,True,4,2,True,True,True,False,10,False,True,4,0,2,0,1,AI_INTERACTION
11,11,82,True,9,0,True,True,False,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,6,110,True,0,2,True,True,True,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
14,12,307,True,6,1,True,True,True,False,7,False,True,2,0,1,0,2,AI_INTERACTION
22,17,7,True,3,3,True,True,True,True,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,24,8,True,10,3,True,True,False,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,32,42,False,4,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,16,166,True,8,1,True,True,True,True,5,False,False,5,7,1,3,3,AI_GENERATION
24,17,319,True,9,2,True,True,True,False,11,False,False,3,2,3,0,3,AI_INTERACTION
25,28,84,True,10,3,True,True,True,False,13,True,False,3,2,5,4,2,AI_GENERATION
19,15,877,True,6,4,True,True,True,False,9,True,False,2,7,4,0,2,AI_GENERATION
25,10,173,False,10,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,29,51,False,12,1,True,True,True,True,14,False,False,4,3,1,0,3,AI_INTERACTION
18,21,358,False,12,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,15,381,False,18,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,22,82,True,1,3,True,True,False,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,11,208,True,6,2,True,True,True,True,9,True,False,1,2,4,3,3,AI_GENERATION
10,23,29,False,23,3,True,True,True,True,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,29,218,True,15,1,True,True,True,False,10,False,True,2,1,3,0,3,AI_INTERACTION
13,16,269,False,7,1,True,True,True,True,12,True,True,8,2,5,6,2,AI_GENERATION
11,16,8,True,13,1,True,True,False,True,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,8,370,False,20,3,True,True,True,False,11,False,True,4,3,3,0,2,AI_INTERACTION
8,38,74,False,0,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,8,471,False,19,3,False,False,False,False,0,False,False,0,0,1,0,1,NON_AI
22,17,65,True,13,1,True,True,True,True,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,4,21,True,17,3,True,True,True,True,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
11,6,340,False,21,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,30,371,False,2,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,24,31,True,15,1,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
8,1,96,False,3,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,3,277,True,11,4,True,True,True,False,16,False,True,6,4,0,3,3,AI_GENERATION
25,31,372,False,16,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,21,327,True,17,2,True,True,True,True,19,True,True,2,3,1,0,3,AI_GENERATION
16,17,88,True,11,2,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,11,400,True,10,3,True,True,True,False,14,False,False,4,0,2,0,3,AI_INTERACTION
16,16,43,True,22,1,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,3,434,False,19,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,32,137,True,7,2,True,True,True,True,15,False,False,2,1,3,0,1,AI_INTERACTION
16,29,507,False,7,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,7,23,True,3,1,True,True,True,True,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
11,19,313,False,23,1,True,True,True,False,3,False,False,2,1,2,0,3,AI_INTERACTION
11,17,670,True,17,4,True,True,True,True,14,True,True,3,2,4,0,4,AI_GENERATION
20,36,379,False,2,3,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
24,13,636,True,14,4,True,True,True,False,4,True,False,1,7,2,0,3,AI_GENERATION
19,8,332,False,20,1,True,True,True,False,4,False,False,2,2,3,0,2,AI_INTERACTION
12,1,73,True,10,0,True,True,True,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,9,146,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,17,101,True,8,3,True,True,True,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,23,13,True,17,1,True,True,True,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,25,290,True,13,4,True,True,True,True,15,True,False,8,7,0,0,2,AI_GENERATION
17,4,23,True,17,3,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,39,61,False,0,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,13,127,False,12,2,True,True,True,True,12,True,False,4,8,2,5,2,AI_GENERATION
16,7,29,True,16,1,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,12,350,True,13,1,True,True,True,True,20,True,True,8,6,2,6,2,AI_GENERATION
16,25,30,True,7,2,True,True,False,True,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
24,36,25,False,12,3,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
11,25,101,True,6,0,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
21,47,325,True,4,3,True,True,True,True,4,True,True,5,1,0,3,2,AI_GENERATION
20,23,102,False,15,2,True,True,True,True,8,False,False,1,3,3,0,1,AI_INTERACTION
15,2,111,True,10,3,True,True,True,False,4,False,True,3,2,1,0,2,AI_INTERACTION
11,8,60,True,9,3,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,36,15,False,16,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,13,42,True,10,1,True,True,True,True,9,False,False,4,2,2,0,3,AI_INTERACTION
12,32,413,False,17,1,True,True,True,True,3,False,False,2,1,1,0,1,AI_INTERACTION
18,21,827,False,3,2,True,True,True,True,4,True,False,8,4,2,0,3,AI_GENERATION
13,16,262,True,3,1,True,True,True,True,12,False,True,2,7,2,2,2,AI_GENERATION
22,17,63,True,16,2,True,True,True,True,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,28,287,False,6,1,True,True,True,True,9,False,True,6,3,4,3,4,AI_GENERATION
13,48,441,True,13,4,True,True,True,True,16,True,True,1,2,4,0,2,AI_GENERATION
13,9,416,True,13,4,True,True,True,True,13,False,False,2,3,2,0,3,AI_INTERACTION
17,23,88,True,11,1,True,True,False,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,13,334,True,19,4,True,True,True,False,4,False,False,2,0,1,0,1,AI_INTERACTION
20,18,460,False,11,5,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
9,31,385,False,19,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,16,20,False,20,2,True,True,True,True,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
8,28,539,False,13,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,17,836,True,7,2,True,True,True,False,20,True,True,6,7,0,3,2,AI_GENERATION
11,29,175,False,22,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,24,99,False,17,5,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
14,17,50,False,22,3,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
18,17,74,True,20,0,True,True,False,False,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,10,98,False,22,1,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
11,22,272,True,1,2,True,True,True,True,15,True,False,3,3,4,5,3,AI_GENERATION
19,39,208,False,18,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,13,9,True,0,2,True,True,True,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,12,73,False,10,0,False,True,True,True,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,22,565,False,18,1,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
19,23,69,False,1,1,True,True,False,False,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,16,849,True,2,1,True,True,True,True,5,False,True,7,4,5,2,2,AI_GENERATION
13,25,447,False,0,1,True,True,True,True,15,False,True,1,2,0,0,2,AI_INTERACTION
18,20,167,False,8,3,True,True,True,False,15,False,False,2,0,3,0,1,AI_INTERACTION
20,11,45,True,7,2,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,29,341,False,14,2,True,True,True,True,8,True,True,8,3,4,0,2,AI_GENERATION
23,40,272,True,11,1,True,True,True,True,14,False,False,1,8,5,1,4,AI_GENERATION
15,38,271,False,16,4,True,True,True,True,10,False,True,8,7,5,1,4,AI_GENERATION
18,30,457,False,14,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,10,28,True,5,1,True,True,True,True,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,10,334,True,16,3,True,True,True,True,12,False,False,5,7,0,1,4,AI_GENERATION
22,23,88,False,14,4,True,True,True,False,11,False,False,4,3,2,0,3,AI_INTERACTION
17,42,93,True,17,1,True,True,True,True,9,False,False,6,4,1,2,2,AI_GENERATION
12,1,27,True,20,0,True,True,False,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,3,110,False,7,2,True,False,False,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,9,58,True,22,1,True,True,True,True,11,False,True,2,0,2,0,3,AI_INTERACTION
9,2,100,False,6,1,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
12,48,622,False,22,3,True,True,True,False,13,False,True,7,1,2,4,2,AI_GENERATION
18,13,29,True,15,2,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,21,492,False,16,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,21,241,True,12,3,True,True,True,True,17,True,True,2,8,2,6,2,AI_GENERATION
20,10,83,True,21,1,True,True,False,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,8,80,True,21,2,True,True,False,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,15,80,False,18,2,True,True,False,True,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,15,119,True,22,3,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
23,42,646,True,21,3,True,True,True,False,18,True,True,5,3,4,3,4,AI_GENERATION
23,16,489,False,13,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,16,806,True,19,2,True,True,True,False,19,True,False,2,4,3,4,3,AI_GENERATION
20,22,394,False,10,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,12,360,True,18,2,True,True,True,True,8,False,True,3,1,3,0,1,AI_INTERACTION
13,18,270,True,5,4,True,True,True,True,6,False,False,1,1,0,0,2,AI_INTERACTION
22,9,94,True,19,1,True,True,False,True,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,16,385,False,7,2,True,True,True,False,15,False,True,1,2,1,0,1,AI_INTERACTION
11,15,107,False,20,0,True,True,False,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
9,15,594,False,12,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,24,393,True,8,4,True,True,True,True,4,True,False,5,3,4,0,4,AI_GENERATION
21,22,53,True,7,2,True,True,True,False,5,False,False,2,3,0,0,1,AI_INTERACTION
21,23,78,True,3,2,True,True,True,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
19,28,201,True,10,3,True,True,True,True,18,False,False,1,7,2,4,4,AI_GENERATION
21,27,220,True,22,1,True,True,True,False,12,False,False,4,1,3,0,2,AI_INTERACTION
10,14,117,False,3,3,True,False,True,True,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,13,40,True,20,3,True,True,True,True,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,36,756,True,15,1,True,True,True,True,4,True,False,5,3,2,2,4,AI_GENERATION
12,36,211,True,2,4,True,True,True,False,6,True,False,6,8,1,0,4,AI_GENERATION
12,30,418,True,8,4,True,True,True,True,14,False,False,3,1,1,0,2,AI_INTERACTION
14,15,235,False,21,1,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
18,23,200,True,6,2,True,True,True,False,6,True,True,4,6,2,0,2,AI_GENERATION
10,33,256,False,18,2,True,True,True,False,20,True,False,2,3,3,0,2,AI_GENERATION
23,25,236,True,8,3,True,True,True,True,17,True,True,4,6,5,1,3,AI_GENERATION
20,14,423,True,4,3,True,True,True,True,13,False,True,3,1,3,0,3,AI_INTERACTION
11,26,375,True,8,4,True,True,True,True,12,True,False,6,4,2,2,3,AI_GENERATION
20,9,622,True,13,1,True,True,True,True,14,False,True,1,5,5,4,2,AI_GENERATION
18,28,455,False,19,4,True,True,True,False,6,False,True,5,3,0,2,3,AI_GENERATION
8,32,144,False,6,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,25,66,True,3,2,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,8,237,False,23,3,True,True,True,False,9,True,True,4,5,5,2,2,AI_GENERATION
21,22,385,False,8,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,4,126,False,14,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
12,27,106,False,15,4,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
20,24,371,True,1,2,True,True,True,False,8,False,True,1,0,0,0,1,AI_INTERACTION
19,44,716,True,5,4,True,True,True,True,10,True,False,7,3,0,4,3,AI_GENERATION
18,47,423,True,10,1,True,True,True,True,9,True,True,8,7,5,3,2,AI_GENERATION
25,4,854,True,14,1,True,True,True,True,10,True,True,6,6,4,3,3,AI_GENERATION
16,4,325,False,23,2,True,True,True,True,19,True,False,7,2,2,0,4,AI_GENERATION
13,28,386,True,5,4,True,True,True,True,6,False,False,1,2,2,0,1,AI_INTERACTION
11,17,497,False,20,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,4,215,True,21,2,True,True,True,False,6,False,True,6,8,5,2,2,AI_GENERATION
8,8,259,False,12,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,33,340,True,13,4,True,True,True,False,15,True,True,1,7,1,0,2,AI_GENERATION
17,16,259,True,7,2,True,True,True,False,6,False,False,4,1,2,0,2,AI_INTERACTION
11,3,78,True,23,2,True,True,False,True,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,29,670,True,2,2,True,True,True,False,18,False,True,1,3,4,3,4,AI_GENERATION
24,7,357,True,19,4,True,True,True,False,15,False,True,3,3,2,0,2,AI_INTERACTION
23,33,159,True,20,4,True,True,True,True,15,False,False,2,0,0,0,1,AI_INTERACTION
24,12,218,True,13,3,True,True,True,True,10,False,False,2,3,1,0,3,AI_INTERACTION
20,1,23,True,23,3,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,12,810,False,21,1,True,True,True,True,13,True,False,8,8,1,4,4,AI_GENERATION
10,22,850,True,15,1,True,True,True,True,16,True,False,4,4,1,0,2,AI_GENERATION
12,25,17,True,19,1,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,22,59,True,0,3,True,True,True,True,7,False,True,1,0,3,0,3,AI_INTERACTION
14,13,8,True,5,3,True,True,True,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,17,69,True,0,1,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,35,121,True,21,1,True,True,True,False,4,False,False,2,1,2,0,1,AI_INTERACTION
18,15,430,True,17,3,True,True,True,True,8,False,False,4,3,3,0,2,AI_INTERACTION
21,24,299,True,4,1,True,True,True,False,8,False,False,2,2,1,0,1,AI_INTERACTION
21,16,61,False,8,3,True,True,True,True,8,False,False,1,1,2,0,1,AI_INTERACTION
12,18,293,False,19,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,31,459,True,17,2,True,True,True,True,18,False,True,2,2,5,6,4,AI_GENERATION
17,39,768,True,6,4,True,True,True,True,6,True,False,3,1,1,1,2,AI_GENERATION
12,2,34,True,5,0,True,True,True,True,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,16,42,True,6,1,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,33,173,True,4,2,True,True,True,True,11,False,True,3,1,0,0,1,AI_INTERACTION
10,47,670,True,14,1,True,True,True,True,15,True,False,4,1,1,2,3,AI_GENERATION
19,10,79,False,16,4,True,True,True,False,4,False,False,2,2,1,0,2,AI_INTERACTION
25,49,283,False,21,3,True,True,True,True,9,True,True,1,8,1,1,4,AI_GENERATION
12,33,64,True,10,2,True,True,True,False,7,False,False,4,2,2,0,2,AI_INTERACTION
14,13,17,True,10,1,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,3,45,True,6,3,True,True,False,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
13,24,525,False,7,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,24,406,True,0,3,True,True,True,True,5,False,True,1,3,2,0,3,AI_INTERACTION
11,14,555,False,22,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,29,107,True,20,3,True,True,True,True,7,True,True,6,8,5,0,4,AI_GENERATION
12,20,184,True,20,2,True,True,True,True,14,False,True,4,3,1,0,3,AI_INTERACTION
24,29,545,False,22,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,7,681,True,7,1,True,True,True,True,10,True,True,4,6,5,0,4,AI_GENERATION
20,27,146,False,18,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,26,271,True,5,3,True,True,True,True,8,False,False,3,3,0,0,1,AI_INTERACTION
22,10,188,True,22,3,True,True,True,True,5,False,False,4,1,1,0,2,AI_INTERACTION
14,17,868,True,10,1,True,True,True,True,5,True,False,7,1,2,2,2,AI_GENERATION
10,19,532,False,21,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,8,562,False,17,2,True,True,True,True,14,True,False,3,8,5,2,3,AI_GENERATION
15,3,333,False,12,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,16,80,False,2,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
9,7,67,False,12,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,37,9,False,8,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,10,450,False,5,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,24,133,True,6,3,True,True,True,False,8,False,False,3,3,3,0,2,AI_INTERACTION
19,40,642,False,19,4,True,True,True,False,6,True,False,5,3,3,6,2,AI_GENERATION
19,16,85,True,6,3,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
10,11,71,True,7,0,True,True,False,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,18,522,True,8,1,True,True,True,True,7,True,False,8,8,5,5,2,AI_GENERATION
22,20,117,False,13,0,True,False,True,True,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,17,505,False,23,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,40,600,True,4,1,True,True,True,True,14,False,False,3,8,0,3,3,AI_GENERATION
20,10,101,False,0,1,False,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
10,35,147,True,14,2,True,True,True,False,9,False,True,1,2,3,0,1,AI_INTERACTION
12,24,406,False,7,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,5,168,False,20,1,True,True,True,True,4,False,False,4,2,0,0,1,AI_INTERACTION
16,21,120,True,5,3,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,5,265,True,15,4,True,True,True,True,5,False,True,4,0,2,0,2,AI_INTERACTION
15,7,92,False,21,0,True,False,False,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,9,94,True,7,3,True,True,True,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,29,290,True,14,3,True,True,True,False,3,False,False,4,1,2,0,1,AI_INTERACTION
16,19,101,True,20,0,True,True,True,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,27,224,True,11,4,True,True,True,True,4,False,True,3,2,0,0,1,AI_INTERACTION
19,20,406,False,4,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,14,45,True,11,1,True,True,True,False,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
